,Station,Year,Month,Monthly_mm
1667,PKK005,1983,12,8.5
1668,PKK005,1984,1,3.2
1669,PKK005,1984,2,14.5
1670,PKK005,1984,3,22.6
1671,PKK005,1984,4,63.1
1672,PKK005,1984,5,118.3
1673,PKK005,1984,6,130.1
1674,PKK005,1984,7,220.6
1675,PKK005,1984,8,277.3
1676,PKK005,1984,9,109.2
1677,PKK005,1984,10,149.9
1678,PKK005,1984,11,37.9
1679,PKK005,1984,12,5.2
1680,PKK005,1985,1,13.8
1681,PKK005,1985,2,5.8
1682,PKK005,1985,3,38.1
1683,PKK005,1985,4,89.7
1684,PKK005,1985,5,126.3
1685,PKK005,1985,6,144.0
1686,PKK005,1985,7,243.2
1687,PKK005,1985,8,217.8
1688,PKK005,1985,9,190.4
1689,PKK005,1985,10,199.8
1690,PKK005,1985,11,37.0
1691,PKK005,1985,12,21.3
1692,PKK005,1986,1,3.6
1693,PKK005,1986,2,5.800000000000001
1694,PKK005,1986,3,34.0
1695,PKK005,1986,4,48.9
1696,PKK005,1986,5,138.1
1697,PKK005,1986,6,184.6
1698,PKK005,1986,7,200.29999999999998
1699,PKK005,1986,8,171.9
1700,PKK005,1986,9,145.3
1701,PKK005,1986,10,224.6
1702,PKK005,1986,11,29.0
1703,PKK005,1986,12,12.7
1704,PKK005,1987,1,12.6
1705,PKK005,1987,2,6.3999999999999995
1706,PKK005,1987,3,47.8
1707,PKK005,1987,4,73.0
1708,PKK005,1987,5,263.6
1709,PKK005,1987,6,150.29999999999998
1710,PKK005,1987,7,284.9
1711,PKK005,1987,8,244.7
1712,PKK005,1987,9,164.2
1713,PKK005,1987,10,142.8
1714,PKK005,1987,11,43.8
1715,PKK005,1987,12,10.7
1716,PKK005,1988,1,8.3
1717,PKK005,1988,2,9.0
1718,PKK005,1988,3,23.5
1719,PKK005,1988,4,54.2
1720,PKK005,1988,5,130.3
1721,PKK005,1988,6,157.8
1722,PKK005,1988,7,293.1
1723,PKK005,1988,8,181.5
1724,PKK005,1988,9,216.9
1725,PKK005,1988,10,161.2
1726,PKK005,1988,11,30.2
1727,PKK005,1988,12,5.199999999999999
1728,PKK005,1989,1,7.7
1729,PKK005,1989,2,10.2
1730,PKK005,1989,3,26.9
1731,PKK005,1989,4,85.6
1732,PKK005,1989,5,138.7
1733,PKK005,1989,6,216.0
1734,PKK005,1989,7,196.8
1735,PKK005,1989,8,265.4
1736,PKK005,1989,9,180.2
1737,PKK005,1989,10,118.8
1738,PKK005,1989,11,43.4
1739,PKK005,1989,12,5.3
1740,PKK005,1990,1,11.8
1741,PKK005,1990,2,13.0
1742,PKK005,1990,3,23.5
1743,PKK005,1990,4,81.6
1744,PKK005,1990,5,128.8
1745,PKK005,1990,6,251.1
1746,PKK005,1990,7,227.1
1747,PKK005,1990,8,189.8
1748,PKK005,1990,9,144.9
1749,PKK005,1990,10,190.2
1750,PKK005,1990,11,32.5
1751,PKK005,1990,12,5.2
1752,PKK005,1991,1,7.5
1753,PKK005,1991,2,6.199999999999999
1754,PKK005,1991,3,32.0
1755,PKK005,1991,4,112.3
1756,PKK005,1991,5,126.0
1757,PKK005,1991,6,245.4
1758,PKK005,1991,7,131.4
1759,PKK005,1991,8,164.3
1760,PKK005,1991,9,155.7
1761,PKK005,1991,10,102.6
1762,PKK005,1991,11,16.0
1763,PKK005,1991,12,5.5
1764,PKK005,1992,1,8.4
1765,PKK005,1992,2,9.1
1766,PKK005,1992,3,43.9
1767,PKK005,1992,4,90.4
1768,PKK005,1992,5,134.3
1769,PKK005,1992,6,206.1
1770,PKK005,1992,7,251.7
1771,PKK005,1992,8,191.2
1772,PKK005,1992,9,215.0
1773,PKK005,1992,10,130.3
1774,PKK005,1992,11,61.4
1775,PKK005,1992,12,23.6
1776,PKK005,1993,1,9.1
1777,PKK005,1993,2,3.5999999999999996
1778,PKK005,1993,3,41.3
1779,PKK005,1993,4,73.2
1780,PKK005,1993,5,104.0
1781,PKK005,1993,6,265.8
1782,PKK005,1993,7,208.3
1783,PKK005,1993,8,216.9
1784,PKK005,1993,9,202.3
1785,PKK005,1993,10,151.0
1786,PKK005,1993,11,76.0
1787,PKK005,1993,12,9.8
1788,PKK005,1994,1,5.9
1789,PKK005,1994,2,2.0
1790,PKK005,1994,3,23.0
1791,PKK005,1994,4,46.8
1792,PKK005,1994,5,159.0
1793,PKK005,1994,6,171.8
1794,PKK005,1994,7,222.7
1795,PKK005,1994,8,289.3
1796,PKK005,1994,9,231.89999999999998
1797,PKK005,1994,10,158.2
1798,PKK005,1994,11,64.6
1799,PKK005,1994,12,9.2
1800,PKK005,1995,1,13.4
1801,PKK005,1995,2,9.8
1802,PKK005,1995,3,18.7
1803,PKK005,1995,4,76.6
1804,PKK005,1995,5,168.9
1805,PKK005,1995,6,127.30000000000001
1806,PKK005,1995,7,196.3
1807,PKK005,1995,8,153.7
1808,PKK005,1995,9,257.6
1809,PKK005,1995,10,111.5
1810,PKK005,1995,11,49.2
1811,PKK005,1995,12,8.9
1812,PKK005,1996,1,7.0
1813,PKK005,1996,2,17.1
1814,PKK005,1996,3,23.099999999999998
1815,PKK005,1996,4,52.9
1816,PKK005,1996,5,97.2
1817,PKK005,1996,6,169.4
1818,PKK005,1996,7,78.3
1819,PKK005,1996,8,133.9
1820,PKK005,1996,9,157.3
1821,PKK005,1996,10,173.0
1822,PKK005,1996,11,43.4
1823,PKK005,1996,12,9.6
1824,PKK005,1997,1,16.8
1825,PKK005,1997,2,5.4
1826,PKK005,1997,3,10.0
1827,PKK005,1997,4,71.8
1828,PKK005,1997,5,247.5
1829,PKK005,1997,6,181.2
1830,PKK005,1997,7,208.6
1831,PKK005,1997,8,234.6
1832,PKK005,1997,9,133.6
1833,PKK005,1997,10,170.0
1834,PKK005,1997,11,89.3
1835,PKK005,1997,12,8.0
1836,PKK005,1998,1,8.5
1837,PKK005,1998,2,7.4
1838,PKK005,1998,3,22.2
1839,PKK005,1998,4,70.2
1840,PKK005,1998,5,144.4
1841,PKK005,1998,6,124.7
1842,PKK005,1998,7,163.2
1843,PKK005,1998,8,248.4
1844,PKK005,1998,9,132.4
1845,PKK005,1998,10,139.6
1846,PKK005,1998,11,29.9
1847,PKK005,1998,12,13.399999999999999
1848,PKK005,1999,1,12.0
1849,PKK005,1999,2,7.0
1850,PKK005,1999,3,21.7
1851,PKK005,1999,4,68.2
1852,PKK005,1999,5,179.6
1853,PKK005,1999,6,127.9
1854,PKK005,1999,7,177.3
1855,PKK005,1999,8,179.5
1856,PKK005,1999,9,153.6
1857,PKK005,1999,10,220.3
1858,PKK005,1999,11,41.5
1859,PKK005,1999,12,12.1
1860,PKK005,2000,1,8.4
1861,PKK005,2000,2,6.1
1862,PKK005,2000,3,16.9
1863,PKK005,2000,4,95.1
1864,PKK005,2000,5,212.8
1865,PKK005,2000,6,125.4
1866,PKK005,2000,7,163.9
1867,PKK005,2000,8,195.6
1868,PKK005,2000,9,172.4
1869,PKK005,2000,10,177.5
1870,PKK005,2000,11,45.3
1871,PKK005,2000,12,11.9
1872,PKK005,2001,1,5.8
1873,PKK005,2001,2,2.9
1874,PKK005,2001,3,35.4
1875,PKK005,2001,4,53.5
1876,PKK005,2001,5,119.3
1877,PKK005,2001,6,201.3
1878,PKK005,2001,7,172.1
1879,PKK005,2001,8,178.9
1880,PKK005,2001,9,274.09999999999997
1881,PKK005,2001,10,114.7
1882,PKK005,2001,11,53.800000000000004
1883,PKK005,2001,12,4.6
1884,PKK005,2002,1,9.0
1885,PKK005,2002,2,7.5
1886,PKK005,2002,3,20.0
1887,PKK005,2002,4,79.7
1888,PKK005,2002,5,180.6
1889,PKK005,2002,6,146.2
1890,PKK005,2002,7,121.7
1891,PKK005,2002,8,275.2
1892,PKK005,2002,9,221.5
1893,PKK005,2002,10,141.9
1894,PKK005,2002,11,33.2
1895,PKK005,2002,12,12.399999999999999
1896,PKK005,2003,1,8.6
1897,PKK005,2003,2,17.1
1898,PKK005,2003,3,23.5
1899,PKK005,2003,4,61.1
1900,PKK005,2003,5,177.7
1901,PKK005,2003,6,162.0
1902,PKK005,2003,7,252.2
1903,PKK005,2003,8,177.4
1904,PKK005,2003,9,131.9
1905,PKK005,2003,10,124.30000000000001
1906,PKK005,2003,11,68.3
1907,PKK005,2003,12,6.1
1908,PKK005,2004,1,5.4
1909,PKK005,2004,2,5.3
1910,PKK005,2004,3,23.8
1911,PKK005,2004,4,71.3
1912,PKK005,2004,5,114.3
1913,PKK005,2004,6,264.4
1914,PKK005,2004,7,228.9
1915,PKK005,2004,8,269.7
1916,PKK005,2004,9,201.9
1917,PKK005,2004,10,128.9
1918,PKK005,2004,11,57.699999999999996
1919,PKK005,2004,12,5.5
1920,PKK005,2005,1,8.9
1921,PKK005,2005,2,4.9
1922,PKK005,2005,3,12.6
1923,PKK005,2005,4,99.4
1924,PKK005,2005,5,137.1
1925,PKK005,2005,6,119.7
1926,PKK005,2005,7,182.0
1927,PKK005,2005,8,167.5
1928,PKK005,2005,9,195.6
1929,PKK005,2005,10,140.6
1930,PKK005,2005,11,34.8
1931,PKK005,2005,12,13.9
1932,PKK005,2006,1,6.9
1933,PKK005,2006,2,10.3
1934,PKK005,2006,3,19.9
1935,PKK005,2006,4,67.7
1936,PKK005,2006,5,156.0
1937,PKK005,2006,6,186.7
1938,PKK005,2006,7,213.8
1939,PKK005,2006,8,235.2
1940,PKK005,2006,9,173.7
1941,PKK005,2006,10,141.4
1942,PKK005,2006,11,43.0
1943,PKK005,2006,12,9.8
1944,PKK005,2007,1,7.1
1945,PKK005,2007,2,5.199999999999999
1946,PKK005,2007,3,10.2
1947,PKK005,2007,4,61.1
1948,PKK005,2007,5,189.8
1949,PKK005,2007,6,134.0
1950,PKK005,2007,7,182.7
1951,PKK005,2007,8,180.1
1952,PKK005,2007,9,158.0
1953,PKK005,2007,10,174.9
1954,PKK005,2007,11,58.6
1955,PKK005,2007,12,7.2
1956,PKK005,2008,1,6.5
1957,PKK005,2008,2,4.5
1958,PKK005,2008,3,20.7
1959,PKK005,2008,4,86.5
1960,PKK005,2008,5,185.7
1961,PKK005,2008,6,209.1
1962,PKK005,2008,7,233.3
1963,PKK005,2008,8,188.7
1964,PKK005,2008,9,231.7
1965,PKK005,2008,10,125.9
1966,PKK005,2008,11,47.2
1967,PKK005,2008,12,11.3
1968,PKK005,2009,1,13.3
1969,PKK005,2009,2,6.1
1970,PKK005,2009,3,21.0
1971,PKK005,2009,4,24.2
1972,PKK005,2009,5,187.8
1973,PKK005,2009,6,238.1
1974,PKK005,2009,7,209.1
1975,PKK005,2009,8,231.4
1976,PKK005,2009,9,195.1
1977,PKK005,2009,10,163.3
1978,PKK005,2009,11,33.3
1979,PKK005,2009,12,10.600000000000001
1980,PKK005,2010,1,6.9
1981,PKK005,2010,2,4.9
1982,PKK005,2010,3,21.8
1983,PKK005,2010,4,63.4
1984,PKK005,2010,5,164.4
1985,PKK005,2010,6,207.3
1986,PKK005,2010,7,173.8
1987,PKK005,2010,8,260.9
1988,PKK005,2010,9,208.4
1989,PKK005,2010,10,263.5
1990,PKK005,2010,11,70.0
1991,PKK005,2010,12,18.8
1992,PKK005,2011,1,10.399999999999999
1993,PKK005,2011,2,9.9
1994,PKK005,2011,3,9.1
1995,PKK005,2011,4,99.5
1996,PKK005,2011,5,147.1
1997,PKK005,2011,6,244.4
1998,PKK005,2011,7,263.7
1999,PKK005,2011,8,215.5
2000,PKK005,2011,9,128.8
2001,PKK005,2011,10,174.0
2002,PKK005,2011,11,30.1
2003,PKK005,2011,12,6.8999999999999995
2004,PKK005,2012,1,6.2
2005,PKK005,2012,2,13.9
2006,PKK005,2012,3,21.2
2007,PKK005,2012,4,58.6
2008,PKK005,2012,5,181.0
2009,PKK005,2012,6,123.3
2010,PKK005,2012,7,234.5
2011,PKK005,2012,8,237.7
2012,PKK005,2012,9,134.9
2013,PKK005,2012,10,115.0
2014,PKK005,2012,11,53.0
2015,PKK005,2012,12,14.6
2016,PKK005,2013,1,10.5
2017,PKK005,2013,2,8.7
2018,PKK005,2013,3,37.4
2019,PKK005,2013,4,59.4
2020,PKK005,2013,5,157.2
2021,PKK005,2013,6,167.9
2022,PKK005,2013,7,205.5
2023,PKK005,2013,8,198.0
2024,PKK005,2013,9,147.8
2025,PKK005,2013,10,181.0
2026,PKK005,2013,11,27.599999999999998
2027,PKK005,2013,12,16.0
2028,PKK005,2014,1,6.7
2029,PKK005,2014,2,10.7
2030,PKK005,2014,3,23.3
2031,PKK005,2014,4,47.1
2032,PKK005,2014,5,102.9
2033,PKK005,2014,6,180.70000000000002
2034,PKK005,2014,7,216.3
2035,PKK005,2014,8,207.4
2036,PKK005,2014,9,191.2
2037,PKK005,2014,10,193.2
2038,PKK005,2014,11,37.8
2039,PKK005,2014,12,16.4
